Date,RegionName,AreaCode,AveragePrice,Index,IndexSA,1m%Change,12m%Change,AveragePriceSA,SalesVolume,DetachedPrice,DetachedIndex,Detached1m%Change,Detached12m%Change,SemiDetachedPrice,SemiDetachedIndex,SemiDetached1m%Change,SemiDetached12m%Change,TerracedPrice,TerracedIndex,Terraced1m%Change,Terraced12m%Change,FlatPrice,FlatIndex,Flat1m%Change,Flat12m%Change,CashPrice,CashIndex,Cash1m%Change,Cash12m%Change,CashSalesVolume,MortgagePrice,MortgageIndex,Mortgage1m%Change,Mortgage12m%Change,MortgageSalesVolume,FTBPrice,FTBIndex,FTB1m%Change,FTB12m%Change,FOOPrice,FOOIndex,FOO1m%Change,FOO12m%Change,NewPrice,NewIndex,New1m%Change,New12m%Change,NewSalesVolume,OldPrice,OldIndex,Old1m%Change,Old12m%Change,OldSalesVolume
01/04/2021,Isle of Wight,E06000046,228566,84.7,,0.2,10.6,,292,357207,83.4,0.2,9.6,246569,83.7,0.1,10,192081,84.7,0.4,11.4,140004,88.5,0.3,12.5,234319,85,0.2,10.7,165,223288,84.5,0.3,10.6,126,187767,85.4,0.4,11,272517,84.2,0.1,10.4,273554,86.7,1.5,6.9,12,227935,84.7,0.2,10.8,280
01/05/2021,Isle of Wight,E06000046,229057,84.9,,0.2,10.9,,242,358032,83.6,0.2,10,247097,83.8,0.2,10.3,192628,84.9,0.3,11.8,140162,88.6,0.1,12.4,234767,85.2,0.2,10.9,121,223812,84.7,0.2,10.9,121,188227,85.6,0.2,11.2,273035,84.4,0.2,10.7,274686,87.1,0.4,5.9,6,228413,84.8,0.2,11.2,236
01/06/2021,Isle of Wight,E06000046,231608,85.8,,1.1,11.6,,504,361764,84.5,1,10.6,249534,84.7,1,10.7,195389,86.1,1.4,12.7,141648,89.5,1.1,13.3,237370,86.1,1.1,11.6,274,226313,85.6,1.1,11.5,229,190411,86.6,1.2,11.9,275970,85.3,1.1,11.3,273669,86.8,-0.4,6,5,231044,85.8,1.2,11.8,499
01/07/2021,Isle of Wight,E06000046,230194,85.3,,-0.6,10.2,,195,359068,83.9,-0.7,9.1,248535,84.3,-0.4,9.6,194211,85.6,-0.6,11.6,140713,89,-0.7,11.5,235914,85.6,-0.6,10.2,91,224937,85.1,-0.6,10.2,104,189425,86.1,-0.5,10.8,274075,84.7,-0.7,9.8,272834,86.5,-0.3,6.2,4,229616,85.3,-0.6,10.4,191
01/08/2021,Isle of Wight,E06000046,230492,85.4,,0.1,9.4,,225,360465,84.2,0.4,8.4,249412,84.6,0.4,8.8,194165,85.6,0,10.4,140093,88.6,-0.4,10.8,236152,85.7,0.1,9.4,121,225282,85.2,0.2,9.3,101,189366,86.1,0,9.9,274796,84.9,0.3,8.9,270461,85.8,-0.9,5.3,6,229972,85.4,0.2,9.6,219
01/09/2021,Isle of Wight,E06000046,232617,86.2,,0.9,9.3,,417,364282,85.1,1.1,8.2,252408,85.6,1.2,8.9,195626,86.2,0.8,10,140783,89,0.5,10.7,238205,86.4,0.9,9.2,211,227458,86,1,9.3,205,191035,86.9,0.9,10,277421,85.7,1,8.7,273309,86.7,1.1,4.9,7,232085,86.2,0.9,9.5,410
01/10/2021,Isle of Wight,E06000046,238161,88.3,,2.4,9.7,,170,376199,87.9,3.3,9.1,258006,87.5,2.2,9.2,199213,87.8,1.8,9.8,143132,90.5,1.7,11.1,243927,88.5,2.4,9.7,72,232843,88.1,2.4,9.7,95,194821,88.6,2,10.1,284956,88,2.7,9.3,273860,86.8,0.2,4.2,13,237742,88.3,2.4,9.9,157
01/11/2021,Isle of Wight,E06000046,246450,91.3,,3.5,10.8,,164,390204,91.1,3.7,10.3,266823,90.5,3.4,10.6,205841,90.7,3.3,10.8,147868,93.5,3.3,12,252486,91.6,3.5,10.8,82,240892,91.1,3.5,10.9,81,201416,91.6,3.4,11.2,295098,91.2,3.6,10.5,284679,90.3,4,7.2,5,245988,91.4,3.5,11,159
01/12/2021,Isle of Wight,E06000046,247522,91.7,,0.4,9.4,,254,394165,92.1,1,9.4,267766,90.9,0.4,9.2,206070,90.8,0.1,8.8,147677,93.4,-0.1,9.9,253675,92,0.5,9.3,125,241867,91.5,0.4,9.4,127,201821,91.8,0.2,9.5,296950,91.7,0.6,9.2,284044,90.1,-0.2,6,4,247100,91.8,0.5,9.5,250
01/01/2022,Isle of Wight,E06000046,252519,93.6,,2,11.4,,196,401082,93.7,1.8,11.7,273856,92.9,2.3,11.5,210814,92.9,2.3,11.1,150386,95.1,1.8,10.6,258634,93.8,2,11.3,109,246879,93.4,2.1,11.4,87,205996,93.7,2.1,11.3,302822,93.6,2,11.4,289532,91.8,1.9,8.6,3,252093,93.6,2,11.4,193
01/02/2022,Isle of Wight,E06000046,250785,93,,-0.7,10.8,,221,397693,92.9,-0.8,11.6,272095,92.3,-0.6,11.1,209509,92.3,-0.6,10.5,149644,94.6,-0.5,9.3,256753,93.1,-0.7,10.7,93,245259,92.8,-0.7,10.9,126,204867,93.2,-0.5,10.6,300474,92.8,-0.8,11,288587,91.5,-0.3,8.4,2,250361,93,-0.7,10.9,219
01/03/2022,Isle of Wight,E06000046,251611,93.3,,0.3,10.3,,262,398953,93.2,0.3,11.9,273668,92.9,0.6,11.2,210077,92.6,0.3,9.8,149766,94.7,0.1,7.3,257430,93.4,0.3,10.1,132,246200,93.1,0.4,10.6,129,205534,93.5,0.3,9.9,301477,93.1,0.3,10.8,293657,93.1,1.8,8.9,7,251115,93.3,0.3,10.4,255
01/04/2022,Isle of Wight,E06000046,253234,93.9,,0.6,10.8,,248,401250,93.7,0.6,12.3,275257,93.4,0.6,11.6,211950,93.4,0.9,10.3,150722,95.3,0.6,7.7,259063,94,0.6,10.6,125,247817,93.7,0.7,11,122,206930,94.1,0.7,10.2,303358,93.7,0.6,11.3,296679,94.1,1,8.5,4,252719,93.9,0.6,10.9,244
01/05/2022,Isle of Wight,E06000046,257509,95.4,,1.7,12.4,,235,408040,95.3,1.7,14,280341,95.1,1.8,13.5,215942,95.2,1.9,12.1,152617,96.5,1.3,8.9,263338,95.5,1.7,12.2,121,252101,95.4,1.7,12.6,112,210227,95.6,1.6,11.7,308656,95.4,1.7,13,299344,94.9,0.9,9,9,257017,95.5,1.7,12.5,226
01/06/2022,Isle of Wight,E06000046,262130,97.2,,1.8,13.2,,241,414224,96.8,1.5,14.5,285235,96.8,1.7,14.3,220585,97.2,2.2,12.9,155824,98.5,2.1,10,267981,97.2,1.8,12.9,112,256711,97.1,1.8,13.4,122,214302,97.4,1.9,12.5,313922,97,1.7,13.8,301597,95.6,0.8,10.2,10,261674,97.2,1.8,13.3,231
01/07/2022,Isle of Wight,E06000046,263542,97.7,,0.5,14.5,,245,415806,97.1,0.4,15.8,287518,97.6,0.8,15.7,222197,97.9,0.7,14.4,156303,98.8,0.3,11.1,269282,97.7,0.5,14.1,107,258240,97.7,0.6,14.8,137,215485,98,0.6,13.8,315586,97.5,0.5,15.1,302358,95.9,0.3,10.8,14,263095,97.7,0.5,14.6,231
01/08/2022,Isle of Wight,E06000046,264206,97.9,,0.3,14.6,,241,416888,97.4,0.3,15.7,288298,97.8,0.3,15.6,223258,98.4,0.5,15,156278,98.8,0,11.6,269914,97.9,0.2,14.3,127,258940,97.9,0.3,14.9,114,215876,98.2,0.2,14,316520,97.8,0.3,15.2,302561,95.9,0.1,11.9,6,263766,98,0.3,14.7,235
01/09/2022,Isle of Wight,E06000046,264165,97.9,,0,13.6,,260,417661,97.6,0.2,14.7,288705,98,0.1,14.4,223248,98.4,0,14.1,155223,98.1,-0.7,10.3,269851,97.9,0,13.3,120,258921,97.9,0,13.8,137,215454,98,-0.2,12.8,316823,97.9,0.1,14.2,302606,95.9,0,10.7,4,263723,97.9,0,13.6,256
01/10/2022,Isle of Wight,E06000046,268136,99.4,,1.5,12.6,,204,425027,99.3,1.8,13,292578,99.3,1.3,13.4,226212,99.7,1.3,13.6,157334,99.5,1.4,9.9,274014,99.4,1.5,12.3,85,262703,99.4,1.5,12.8,116,218558,99.4,1.4,12.2,321708,99.4,1.5,12.9,306354,97.1,1.2,11.9,5,267699,99.4,1.5,12.6,199
01/11/2022,Isle of Wight,E06000046,272432,101,,1.6,10.5,,225,432397,101,1.7,10.8,297147,100.8,1.6,11.4,229519,101.2,1.5,11.5,159730,101,1.5,8,278431,101,1.6,10.3,108,266885,100.9,1.6,10.8,115,222053,101,1.6,10.2,326870,101,1.6,10.8,313469,99.4,2.3,10.1,7,271958,101,1.6,10.6,218
01/12/2022,Isle of Wight,E06000046,273014,101.2,,0.2,10.3,,206,433092,101.2,0.2,9.9,297651,101,0.2,11.2,229912,101.3,0.2,11.6,160418,101.4,0.4,8.6,279002,101.2,0.2,10,95,267479,101.2,0.2,10.6,109,222705,101.3,0.3,10.3,327405,101.2,0.2,10.3,313883,99.5,0.1,10.5,9,272542,101.2,0.2,10.3,197
01/01/2023,Isle of Wight,E06000046,269789,100,,-1.2,6.8,,147,428109,100,-1.2,6.7,294698,100,-1,7.6,226909,100,-1.3,7.6,158190,100,-1.4,5.2,275645,100,-1.2,6.6,78,264382,100,-1.2,7.1,65,219929,100,-1.2,6.8,323670,100,-1.1,6.9,315380,100,0.5,8.9,1,269250,100,-1.2,6.8,146
01/02/2023,Isle of Wight,E06000046,265961,98.6,,-1.4,6.1,,163,422728,98.7,-1.3,6.3,290447,98.6,-1.4,6.7,223272,98.4,-1.6,6.6,155782,98.5,-1.5,4.1,271764,98.6,-1.4,5.8,91,260609,98.6,-1.4,6.3,68,216690,98.5,-1.5,5.8,319203,98.6,-1.4,6.2,314624,99.8,-0.2,9,2,265382,98.6,-1.4,6,161
01/03/2023,Isle of Wight,E06000046,260936,96.7,,-1.9,3.7,,169,416025,97.2,-1.6,4.3,285186,96.8,-1.8,4.2,218082,96.1,-2.3,3.8,152391,96.3,-2.2,1.8,266743,96.8,-1.8,3.6,99,255585,96.7,-1.9,3.8,66,212286,96.5,-2,3.3,313467,96.8,-1.8,4,316437,100.3,0.6,7.8,5,260268,96.7,-1.9,3.6,164
01/04/2023,Isle of Wight,E06000046,261671,97,,0.3,3.3,,115,417956,97.6,0.5,4.2,285728,97,0.2,3.8,218253,96.2,0.1,3,152874,96.6,0.3,1.4,267646,97.1,0.3,3.3,61,256167,96.9,0.2,3.4,52,212781,96.7,0.2,2.8,314484,97.2,0.3,3.7,320515,101.6,1.3,8,2,260967,96.9,0.3,3.3,113
01/05/2023,Isle of Wight,E06000046,263314,97.6,,0.6,2.3,,141,419396,98,0.3,2.8,287654,97.6,0.7,2.6,219739,96.8,0.7,1.8,154260,97.5,0.9,1.1,269399,97.7,0.7,2.3,91,257710,97.5,0.6,2.2,49,214318,97.4,0.7,1.9,316195,97.7,0.5,2.4,322618,102.3,0.7,7.8,,262604,97.5,0.6,2.2,141
01/06/2023,Isle of Wight,E06000046,264400,98,,0.4,0.9,,145,420313,98.2,0.2,1.5,288812,98,0.4,1.3,221444,97.6,0.8,0.4,154800,97.9,0.3,-0.7,270469,98.1,0.4,0.9,82,258809,97.9,0.4,0.8,58,215268,97.9,0.4,0.5,317412,98.1,0.4,1.1,320344,101.6,-0.7,6.2,2,263726,97.9,0.4,0.8,143
01/07/2023,Isle of Wight,E06000046,259251,96.1,,-1.9,-1.6,,161,411189,96,-2.2,-1.1,283721,96.3,-1.8,-1.3,217794,96,-1.6,-2,151540,95.8,-2.1,-3,265023,96.1,-2,-1.6,83,253931,96,-1.9,-1.7,75,211088,96,-1.9,-2,311216,96.2,-2,-1.4,313391,99.4,-2.2,3.6,3,258599,96,-1.9,-1.7,158
01/08/2023,Isle of Wight,E06000046,260174,96.4,,0.4,-1.5,,170,413152,96.5,0.5,-0.9,284993,96.7,0.4,-1.1,219124,96.6,0.6,-1.9,151352,95.7,-0.1,-3.2,265831,96.4,0.3,-1.5,87,254956,96.4,0.4,-1.5,82,211634,96.2,0.3,-2,312591,96.6,0.4,-1.2,314286,99.7,0.3,3.9,2,259521,96.4,0.4,-1.6,168
01/09/2023,Isle of Wight,E06000046,259882,96.3,,-0.1,-1.6,,173,412567,96.4,-0.1,-1.2,284924,96.7,0,-1.3,219180,96.6,0,-1.8,150921,95.4,-0.3,-2.8,265470,96.3,-0.1,-1.6,79,254729,96.3,-0.1,-1.6,92,211427,96.1,-0.1,-1.9,312203,96.5,-0.1,-1.5,314656,99.8,0.1,4,2,259223,96.3,-0.1,-1.7,171
01/10/2023,Isle of Wight,E06000046,262460,97.3,,1,-2.1,,163,415700,97.1,0.8,-2.2,287430,97.5,0.9,-1.8,221535,97.6,1.1,-2.1,152935,96.7,1.3,-2.8,268074,97.3,1,-2.2,83,257280,97.3,1,-2.1,68,213809,97.2,1.1,-2.2,314924,97.3,0.9,-2.1,317792,100.8,1,3.7,3,261793,97.2,1,-2.2,160
01/11/2023,Isle of Wight,E06000046,260151,96.4,,-0.9,-4.5,,192,412342,96.3,-0.8,-4.6,284975,96.7,-0.9,-4.1,218920,96.5,-1.2,-4.6,151821,96,-0.7,-5,265836,96.4,-0.8,-4.5,110,254909,96.4,-0.9,-4.5,72,211937,96.4,-0.9,-4.6,312143,96.4,-0.9,-4.5,317018,100.5,-0.2,1.1,,259468,96.4,-0.9,-4.6,192
01/12/2023,Isle of Wight,E06000046,260185,96.4,,0,-4.7,,145,412250,96.3,0,-4.8,284827,96.7,-0.1,-4.3,218575,96.3,-0.2,-4.9,152243,96.2,0.3,-5.1,265845,96.4,0,-4.7,76,254966,96.4,0,-4.7,60,212044,96.4,0.1,-4.8,312081,96.4,0,-4.7,317809,100.8,0.2,1.3,2,259494,96.4,0,-4.8,143
01/01/2024,Isle of Wight,E06000046,259394,96.1,,-0.3,-3.9,,148,411431,96.1,-0.2,-3.9,283864,96.3,-0.3,-3.7,217974,96.1,-0.3,-3.9,151582,95.8,-0.4,-4.2,265074,96.2,-0.3,-3.8,83,254156,96.1,-0.3,-3.9,57,211305,96.1,-0.3,-3.9,311253,96.2,-0.3,-3.8,318022,100.8,0.1,0.8,1,258692,96.1,-0.3,-3.9,147
01/02/2024,Isle of Wight,E06000046,254534,94.3,,-1.9,-4.3,,148,402198,93.9,-2.2,-4.9,278873,94.6,-1.8,-4,214735,94.6,-1.5,-3.8,148756,94,-1.9,-4.5,259830,94.3,-2,-4.4,81,249660,94.4,-1.8,-4.2,61,207706,94.4,-1.7,-4.1,304958,94.2,-2,-4.5,312698,99.1,-1.7,-0.6,1,253838,94.3,-1.9,-4.3,147
01/03/2024,Isle of Wight,E06000046,250024,92.7,,-1.8,-4.2,,180,394351,92.1,-2,-5.2,274011,93,-1.7,-3.9,211029,93,-1.7,-3.2,146452,92.6,-1.5,-3.9,255259,92.6,-1.8,-4.3,83,245202,92.7,-1.8,-4.1,86,204034,92.8,-1.8,-3.9,299545,92.5,-1.8,-4.4,310275,98.4,-0.8,-1.9,2,249307,92.6,-1.8,-4.2,178
01/04/2024,Isle of Wight,E06000046,244663,90.7,,-2.1,-6.5,,121,384409,89.8,-2.5,-8,268462,91.1,-2,-6,206819,91.1,-2,-5.2,143708,90.8,-1.9,-6,249635,90.6,-2.2,-6.7,64,240099,90.8,-2.1,-6.3,51,199904,90.9,-2,-6.1,292809,90.5,-2.2,-6.9,302661,96,-2.5,-5.6,,243975,90.6,-2.1,-6.5,121
01/05/2024,Isle of Wight,E06000046,246532,91.4,,0.8,-6.4,,179,386964,90.4,0.7,-7.7,270549,91.8,0.8,-5.9,208407,91.8,0.8,-5.2,144993,91.7,0.9,-6,251569,91.3,0.8,-6.6,86,241906,91.5,0.8,-6.1,82,201383,91.6,0.7,-6,295108,91.2,0.8,-6.7,304502,96.6,0.6,-5.6,1,245846,91.3,0.8,-6.4,178
01/06/2024,Isle of Wight,E06000046,248293,92,,0.7,-6.1,,129,389273,90.9,0.6,-7.4,272558,92.5,0.7,-5.6,210796,92.9,1.1,-4.8,145588,92,0.4,-6,253197,91.9,0.6,-6.4,62,243804,92.2,0.8,-5.8,59,203035,92.3,0.8,-5.7,296941,91.7,0.6,-6.4,304071,96.4,-0.1,-5.1,,247639,92,0.7,-6.1,129
01/07/2024,Isle of Wight,E06000046,250232,92.8,,0.8,-3.5,,157,392600,91.7,0.9,-4.5,275120,93.4,0.9,-3,212938,93.8,1,-2.2,145916,92.2,0.2,-3.7,255086,92.5,0.7,-3.7,74,245798,93,0.8,-3.2,72,204580,93,0.8,-3.1,299313,92.5,0.8,-3.8,307824,97.6,1.2,-1.8,,249554,92.7,0.8,-3.5,157
01/08/2024,Isle of Wight,E06000046,250112,92.7,,0,-3.9,,158,392680,91.7,0,-5,274923,93.3,-0.1,-3.5,213455,94.1,0.2,-2.6,145301,91.9,-0.4,-4,254912,92.5,-0.1,-4.1,60,245733,92.9,0,-3.6,72,204409,92.9,-0.1,-3.4,299261,92.5,0,-4.3,306501,97.2,-0.4,-2.5,2,249451,92.6,0,-3.9,156
01/09/2024,Isle of Wight,E06000046,251716,93.3,,0.6,-3.1,,139,396513,92.6,1,-3.9,277246,94.1,0.8,-2.7,214398,94.5,0.4,-2.2,145413,91.9,0.1,-3.6,256591,93.1,0.7,-3.3,62,247264,93.5,0.6,-2.9,45,205445,93.4,0.5,-2.8,301532,93.2,0.8,-3.4,312640,99.1,2,-0.6,1,250990,93.2,0.6,-3.2,138
01/10/2024,Isle of Wight,E06000046,253264,93.9,,0.6,-3.5,,155,399356,93.3,0.7,-3.9,278229,94.4,0.4,-3.2,215574,95,0.5,-2.7,146671,92.7,0.9,-4.1,258295,93.7,0.7,-3.6,62,248656,94.1,0.6,-3.4,55,206701,94,0.6,-3.3,303397,93.7,0.6,-3.7,317669,100.7,1.6,0,,252491,93.8,0.6,-3.6,155
01/11/2024,Isle of Wight,E06000046,252088,93.4,,-0.5,-3.1,,128,397836,92.9,-0.4,-3.5,277460,94.2,-0.3,-2.6,214279,94.4,-0.6,-2.1,145657,92.1,-0.7,-4.1,257032,93.2,-0.5,-3.3,36,247567,93.6,-0.4,-2.9,31,205996,93.7,-0.3,-2.8,301664,93.2,-0.6,-3.4,330909,104.9,4.2,4.4,,251120,93.3,-0.5,-3.2,128
01/12/2024,Isle of Wight,E06000046,255315,94.6,,1.3,-1.9,,115,402517,94,1.2,-2.4,281145,95.4,1.3,-1.3,217163,95.7,1.3,-0.6,147562,93.3,1.3,-3.1,260189,94.4,1.2,-2.1,19,250873,94.9,1.3,-1.6,26,208946,95,1.4,-1.5,305125,94.3,1.1,-2.2,356291,113,7.7,12.1,1,254063,94.4,1.2,-2.1,114
01/01/2025,Isle of Wight,E06000046,254676,94.4,,-0.3,-1.8,,,401888,93.9,-0.2,-2.3,281246,95.4,0,-0.9,216664,95.5,-0.2,-0.6,146402,92.5,-0.8,-3.4,259396,94.1,-0.3,-2.1,,250389,94.7,-0.2,-1.5,,208543,94.8,-0.2,-1.3,304207,94,-0.3,-2.3,,,,,,,,,,
01/02/2025,Isle of Wight,E06000046,258403,95.8,,1.5,1.5,,,407116,95.1,1.3,1.2,285170,96.8,1.4,2.3,220022,97,1.5,2.5,148913,94.1,1.7,0.1,263192,95.5,1.5,1.3,,254056,96.1,1.5,1.8,,211690,96.3,1.5,1.9,308500,95.3,1.4,1.2,,,,,,,,,,
